Name,page_ref,Image,Natinality,PreferredPositions,Age,Overal,Potential,Club,ID,Height,Weight,PreferredFoot,best_overal,BP,Growth,Joined,LoanDateEnd,Value,Wage,ReleaseClause,Attacking,Crossing,Finishing,Heading,ShortPass,Volleys,Skill,Dribbling,Curve,FKAcc,LongPass,BallControl,Movement,Acceleration,SprintSpeed,Agility,Reactions,Balance,Power,ShotPower,Jumping,Stamina,Strength,LongShots,Mentality,Aggression,Interceptions,AttPosition,Vision,Penalties,Composure,Defending,Marking,StandTackle,SlideTackle,Goalkeeping,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Total,BaseStats,WeakFoot,SkillMoves,A/W,D/W,IR,PAC,SHO,PAS,DRI,DEF,PHY,PlayerWorkRate,BirthDate,Specialities,Club_ContractLength,Club_Position
Carlos Henrique Venancio Casimiro,/player/200145/carlos-henrique-venancio-casimiro/220069/,https://cdn.sofifa.net/players/200/145/22_60.png,Brazil,CDM,29,89,89,Real Madrid,200145,"185cm / 6'1""",84kg / 185lbs,Right,89,,0,"Jul 11, 2013",N/A,€88M,€310K,€180.4M,,58,64,79,84,62,,69,62,74,84,79,,60,69,61,87,66,,88,87,89,90,81,,91,87,75,80,66,84,,85,88,87,,13,14,16,12,12,,463,3,2,,,,,,,,,,Medium/High,"Feb 23, 1992",Tackling/Tactician/Strength/Complete Defender,2025,CDM
Mikel Oyarzabal Ugarte,/player/230142/mikel-oyarzabal-ugarte/220069/,https://cdn.sofifa.net/players/230/142/22_60.png,Spain,LW/RW,24,85,88,Real Sociedad,230142,"181cm / 5'11""",79kg / 174lbs,Left,85,,3,"Jul 1, 2014",N/A,€73.5M,€57K,€159.9M,,83,84,60,83,74,,85,77,76,73,85,,83,81,83,81,80,,80,72,82,57,81,,52,29,85,85,84,83,,55,32,30,,10,6,10,13,11,,433,3,3,,,,,,,,,,High/Medium,"Apr 21, 1997",,2024,LW
Lautaro Martínez,/player/231478/lautaro-martinez/220069/,https://cdn.sofifa.net/players/231/478/22_60.png,Argentina,ST,23,85,89,Inter,231478,"174cm / 5'9""",72kg / 159lbs,Right,87,,4,"Jul 5, 2018",N/A,€78M,€145K,€138.5M,,56,87,84,76,90,,83,78,43,73,85,,86,80,86,88,89,,80,88,80,84,74,,90,45,84,80,74,86,,55,31,44,,11,8,8,8,13,,453,4,4,,,,,,,,,,High/Medium,"Aug 22, 1997",Acrobat,2026,LS
Wes Hoolahan,/player/149791/wes-hoolahan/220069/,https://cdn.sofifa.net/players/149/791/22_60.png,Republic of Ireland,CAM,39,65,65,Cambridge United,149791,"168cm / 5'6""",71kg / 157lbs,Left,65,,0,"Jul 28, 2020",N/A,€230K,€2K,€403K,,68,60,46,67,61,,66,68,65,66,67,,51,47,74,67,86,,66,32,34,42,61,,39,42,64,68,66,70,,48,49,44,,13,7,16,11,16,,332,3,3,,,,,,,,,,Medium/Low,"May 20, 1982",,2022,CAM
Mathieu Valbuena,/player/177326/mathieu-valbuena/220069/,https://cdn.sofifa.net/players/177/326/22_60.png,France,LW/CAM,36,75,75,Olympiakos Piraeus,177326,167cm,58kg,Right,76,CAM,0,"Jul 1, 2019",N/A,€1.8M,€1K,€3.8M,354,77,72,48,81,76,386,74,80,75,77,80,366,67,60,75,74,90,303,75,60,55,37,76,315,52,34,73,77,79,75,98,38,26,34,48,14,12,8,6,8,1870,372,4,3,High,Medium,3,63,74,78,77,34,46,High/Medium,"Sep 28, 1984",,2023,SUB
Carlos Duarte,/player/259704/carlos-duarte/220069/,https://cdn.sofifa.net/players/259/704/22_60.png,Paraguay,ST,38,65,65,Guaireña,259704,"169cm / 5'7""",75kg / 165lbs,Right,65,,0,"Jan 1, 2019",N/A,€240K,€500,€516K,,32,68,64,65,65,,71,45,47,49,68,,53,54,59,60,80,,70,61,60,70,65,,29,12,63,51,63,61,,16,14,13,,11,11,10,10,6,,318,3,2,,,,,,,,,,Medium/Medium,"Aug 28, 1982",,2022,SUB
Rodrigo Muñoz,/player/218867/rodrigo-munoz/220069/,https://cdn.sofifa.net/players/218/867/22_60.png,Uruguay,GK,39,65,65,Cerro Porteño,218867,"181cm / 5'11""",79kg / 174lbs,Left,65,,0,"Jan 1, 2019",N/A,€80K,€500,€176K,,14,17,16,26,20,,18,19,17,19,22,,46,45,30,55,57,,48,50,32,51,12,,19,24,15,43,23,29,,15,15,16,,63,66,64,68,63,,370,2,1,,,,,,,,,,Medium/Medium,"Jan 22, 1982",,2022,SUB
Makoto Hasebe,/player/181098/makoto-hasebe/220069/,https://cdn.sofifa.net/players/181/098/22_60.png,Japan,CDM/CB,37,75,75,Eintracht Frankfurt,181098,180cm,72kg,Right,75,CDM,0,"Jul 1, 2014",N/A,€1.1M,€17K,€1.9M,301,65,45,58,77,56,343,63,62,63,78,77,307,50,51,64,72,70,286,55,62,58,59,52,330,61,80,60,68,61,84,220,82,72,66,56,10,12,10,15,9,1843,377,3,3,Medium,Medium,2,51,51,72,69,75,59,Medium/Medium,"Jan 18, 1984",,2023,CB
Iván Vázquez,/player/156507/ivan-vazquez/220069/,https://cdn.sofifa.net/players/156/507/22_60.png,Mexico,GK,38,66,66,León,156507,"182cm / 6'0""",85kg / 187lbs,Left,66,,0,"Jul 1, 2021",N/A,€90K,€3K,€153K,,25,8,21,35,12,,25,62,65,35,29,,38,41,36,61,54,,53,74,22,71,20,,34,15,11,38,21,65,,20,12,11,,65,63,70,65,67,,369,3,1,,,,,,,,,,Medium/Medium,"Dec 14, 1982",,2022,RES
Diego Chará,/player/203067/diego-chara/220069/,https://cdn.sofifa.net/players/203/067/22_60.png,Colombia,CDM/CM,35,75,75,Portland Timbers,203067,172cm,68kg,Right,75,CDM,0,"Apr 1, 2011",N/A,€1.6M,€6K,€2.4M,284,47,57,52,74,54,333,70,64,59,69,71,378,76,76,74,72,80,364,72,74,90,71,57,362,90,78,64,68,62,72,214,72,73,69,56,8,8,15,11,14,1991,423,4,3,High,High,1,76,60,65,71,71,80,High/High,"Apr 5, 1986",Engine,2024,RDM
Jean-Louis Leca,/player/153275/jean-louis-leca/220069/,https://cdn.sofifa.net/players/153/275/22_60.png,France,GK,35,75,75,Lens,153275,180cm,75kg,Right,75,GK,0,"Jul 1, 2018",N/A,€625K,€13K,€1.2M,80,12,11,13,33,11,100,13,13,12,37,25,242,41,41,40,75,45,228,57,65,24,69,13,119,45,22,11,27,14,61,47,18,14,15,373,75,72,76,73,77,1189,414,3,1,Medium,Medium,2,75,72,76,77,41,73,Medium/Medium,"Sep 21, 1985",,2023,SUB
Teófilo Gutiérrez,/player/196150/teofilo-gutierrez/220069/,https://cdn.sofifa.net/players/196/150/22_60.png,Colombia,ST/CAM,36,75,75,Deportivo Cali,196150,180cm,87kg,Right,77,CAM,0,"Aug 6, 2021",N/A,€1.9M,€2K,€2.6M,369,68,79,70,78,74,360,79,67,63,70,81,328,52,52,76,74,74,356,72,81,54,80,69,351,88,25,84,82,72,82,67,21,26,20,57,14,13,11,6,13,1888,383,3,4,High,Low,1,52,75,74,79,28,75,High/Low,"May 17, 1985",,2023,CAM
Salvador Sevilla López,/player/158144/salvador-sevilla-lopez/220069/,https://cdn.sofifa.net/players/158/144/22_60.png,Spain,CDM/CM,37,75,75,Mallorca,158144,178cm,71kg,Right,75,CDM,0,"Aug 28, 2017",N/A,€1.1M,€16K,€2.4M,331,75,67,53,80,56,395,73,81,83,81,77,270,49,39,47,72,63,322,81,34,64,64,79,358,73,68,64,80,73,69,216,70,74,72,60,14,14,9,13,10,1952,399,3,3,Medium,Medium,2,44,72,79,71,69,64,Medium/Medium,"Mar 18, 1984",,2022,LDM
Ashley Young,/player/152908/ashley-young/220069/,https://cdn.sofifa.net/players/152/908/22_60.png,England,LM/LB,35,75,75,Aston Villa,152908,175cm,65kg,Right,75,LM,0,"Jul 1, 2021",N/A,€2.3M,€40K,€4.4M,358,78,63,66,77,74,380,78,85,75,65,77,370,74,67,75,78,76,329,71,65,68,62,63,355,83,75,69,68,60,79,220,75,73,72,72,16,10,15,16,15,2084,427,3,4,High,Medium,2,70,65,74,77,73,68,High/Medium,"Jul 9, 1985",,2023,SUB
Tom Heaton,/player/163264/tom-heaton/220069/,https://cdn.sofifa.net/players/163/264/22_60.png,England,GK,35,75,75,Manchester United,163264,188cm,85kg,Right,75,GK,0,"Jul 2, 2021",N/A,€625K,€40K,€1.2M,89,17,12,16,32,12,110,17,15,13,37,28,281,54,53,54,68,52,244,55,73,38,66,12,137,31,24,12,46,24,62,44,16,15,13,370,72,74,73,77,74,1275,424,3,1,Medium,Medium,2,72,74,73,74,54,77,Medium/Medium,"Apr 15, 1986",,2023,RES
Mateo Kovačić,/player/207410/mateo-kovacic/220069/,https://cdn.sofifa.net/players/207/410/22_60.png,Croatia,CM,27,84,84,Chelsea,207410,"176cm / 5'9""",80kg / 176lbs,Right,84,,0,"Jul 1, 2019",N/A,€44.5M,€150K,€82.3M,,73,61,42,90,76,,89,79,70,84,89,,78,66,87,82,84,,79,75,79,65,75,,77,75,73,86,59,84,,73,76,68,,9,5,6,7,7,,453,4,4,,,,,,,,,,High/High,"May 6, 1994",Dribbler/Playmaker/Acrobat/Complete Midfielder,2024,LCM
Luiz Frello Filho Jorge,/player/205498/luiz-frello-filho-jorge/220069/,https://cdn.sofifa.net/players/205/498/22_60.png,Italy,CM,29,85,85,Chelsea,205498,"180cm / 5'11""",68kg / 150lbs,Right,85,,0,"Jul 16, 2018",N/A,€52.5M,€170K,€97.1M,,75,64,56,92,71,,79,75,76,89,87,,61,50,77,82,72,,71,58,87,66,62,,79,81,69,88,89,84,,67,81,71,,14,7,13,14,8,,435,3,3,,,,,,,,,,Medium/Medium,"Dec 20, 1991",Playmaker,2023,SUB
Memphis Depay,/player/202556/memphis-depay/220069/,https://cdn.sofifa.net/players/202/556/22_60.png,Netherlands,CF/ST/LW,27,85,85,FC Barcelona,202556,"176cm / 5'9""",78kg / 172lbs,Right,85,,0,"Jul 1, 2021",N/A,€58.5M,€220K,€119.9M,,84,84,65,81,74,,87,85,83,76,87,,82,84,80,84,81,,87,69,79,83,83,,72,28,85,85,76,80,,23,31,20,,8,14,6,12,10,,444,3,5,,,,,,,,,,High/Low,"Feb 13, 1994",Dribbler,2023,LW
Iker Muniain Goñi,/player/189575/iker-muniain-goni/220069/,https://cdn.sofifa.net/players/189/575/22_60.png,Spain,LM/CAM,28,84,84,Athletic Club,189575,"170cm / 5'7""",66kg / 146lbs,Right,84,,0,"Aug 1, 2009",N/A,€42.5M,€49K,€89.3M,,81,79,43,85,71,,87,84,79,74,87,,84,78,91,80,94,,73,72,77,49,77,,66,45,81,84,64,82,,58,55,38,,10,5,5,13,12,,438,3,4,,,,,,,,,,High/Medium,"Dec 19, 1992",Dribbler/Acrobat,2024,LM
Unai Simón Mendibil,/player/230869/unai-simon-mendibil/220069/,https://cdn.sofifa.net/players/230/869/22_60.png,Spain,GK,24,82,85,Athletic Club,230869,"190cm / 6'3""",89kg / 196lbs,Right,82,,3,"Aug 25, 2015",N/A,€32.5M,€24K,€70.7M,,16,14,18,41,17,,12,20,14,37,16,,47,50,35,75,47,,58,65,44,76,13,,28,26,14,46,24,44,,11,18,12,,82,78,77,85,85,,455,3,1,,,,,,,,,,Medium/Medium,"Jun 11, 1997",,2025,GK
Masahiro Okamoto,/player/266276/masahiro-okamoto/220069/,https://cdn.sofifa.net/players/266/276/22_60.png,Japan,GK,38,62,62,Sagan Tosu,266276,"188cm / 6'2""",80kg / 176lbs,Right,62,,0,"Jan 9, 2022",N/A,€45K,€500,€56K,,14,5,11,27,7,,14,14,11,15,16,,28,25,23,58,34,,49,42,22,70,9,,19,10,7,45,14,39,,6,14,13,,62,63,65,64,57,,338,2,1,,,,,,,,,,Medium/Medium,"May 17, 1983",,2023,SUB
Daniel Carvajal Ramos,/player/204963/daniel-carvajal-ramos/220069/,https://cdn.sofifa.net/players/204/963/22_60.png,Spain,RB,29,84,84,Real Madrid,204963,"173cm / 5'8""",73kg / 161lbs,Right,84,,0,"Jul 5, 2013",N/A,€37M,€195K,€75.9M,,82,51,72,83,49,,78,76,47,74,83,,78,77,78,80,81,,68,77,85,74,47,,83,79,75,72,45,80,,78,82,84,,13,13,15,9,15,,446,3,3,,,,,,,,,,High/Medium,"Jan 11, 1992",,2025,RB
Jack Grealish,/player/206517/jack-grealish/220069/,https://cdn.sofifa.net/players/206/517/22_60.png,England,LW/LM/CAM,25,84,85,Manchester City,206517,"180cm / 5'11""",81kg / 179lbs,Right,84,,1,"Aug 5, 2021",N/A,€50.5M,€180K,€97.2M,,80,76,36,84,72,,88,78,74,81,87,,79,79,85,79,84,,76,32,80,70,78,,60,44,81,86,58,88,,48,49,43,,11,6,11,10,13,,439,3,4,,,,,,,,,,High/Medium,"Sep 10, 1995",Dribbler,2027,LW
Kingsley Coman,/player/213345/kingsley-coman/220069/,https://cdn.sofifa.net/players/213/345/22_60.png,France,LM/RM/LW,25,85,86,FC Bayern München,213345,"180cm / 5'11""",76kg / 168lbs,Right,85,,1,"Aug 30, 2015",N/A,€64.5M,€110K,€111.3M,,79,75,61,79,78,,88,83,70,74,87,,94,91,91,85,84,,83,73,69,64,73,,35,23,84,81,70,78,,29,27,21,,5,3,5,3,5,,424,3,4,,,,,,,,,,Medium/Medium,"Jun 13, 1996",Speedster/Dribbler/Acrobat,2027,LM
Emiliano Martínez,/player/202811/emiliano-martinez/220069/,https://cdn.sofifa.net/players/202/811/22_60.png,Argentina,GK,28,84,84,Aston Villa,202811,"195cm / 6'5""",88kg / 194lbs,Right,84,,0,"Sep 16, 2020",N/A,€30M,€81K,€57M,,22,16,26,50,13,,13,22,20,51,35,,59,57,49,80,49,,62,60,40,70,16,,37,13,12,66,42,60,,11,20,20,,85,83,82,83,85,,476,4,1,,,,,,,,,,Medium/Medium,"Sep 2, 1992",,2027,GK
Serge Gnabry,/player/206113/serge-gnabry/220069/,https://cdn.sofifa.net/players/206/113/22_60.png,Germany,RM/LM/RW,25,85,85,FC Bayern München,206113,"176cm / 5'9""",77kg / 170lbs,Right,85,,0,"Jul 1, 2017",N/A,€60M,€110K,€99M,,78,86,42,82,83,,88,74,62,77,82,,84,75,86,83,88,,87,65,78,69,82,,63,38,86,82,68,82,,45,44,43,,14,10,10,9,7,,440,4,4,,,,,,,,,,High/Medium,"Jul 14, 1995",Dribbler/Acrobat/Clinical Finisher/Complete Forward,2026,RM
James Maddison,/player/220697/james-maddison/220069/,https://cdn.sofifa.net/players/220/697/22_60.png,England,CAM,24,82,84,Leicester City,220697,"175cm / 5'9""",73kg / 161lbs,Right,84,,2,"Jun 20, 2018",N/A,€39.5M,€100K,€78M,,81,75,35,84,70,,83,86,84,82,86,,78,71,87,76,83,,83,54,74,51,80,,68,44,81,85,74,84,,59,65,42,,11,14,14,12,14,,433,4,4,,,,,,,,,,High/Medium,"Nov 23, 1996",,2024,RM
Renan Augusto Lodi dos Santos,/player/251573/renan-augusto-lodi-dos-santos/220069/,https://cdn.sofifa.net/players/251/573/22_60.png,Brazil,LB/LM,23,81,86,Atlético Madrid,251573,"173cm / 5'8""",68kg / 150lbs,Left,81,,5,"Jul 7, 2019",N/A,€36.5M,€49K,€77.6M,,81,66,70,77,59,,81,81,57,75,81,,85,83,85,80,81,,76,77,84,70,68,,78,75,76,73,54,79,,73,76,79,,12,7,11,10,15,,459,3,4,,,,,,,,,,High/Medium,"Apr 8, 1998",,2025,SUB
Joel Matip,/player/197061/joel-matip/220069/,https://cdn.sofifa.net/players/197/061/22_60.png,Cameroon,CB,29,84,84,Liverpool,197061,"194cm / 6'4""",90kg / 198lbs,Right,84,,0,"Jul 1, 2016",N/A,€35.5M,€145K,€65.7M,,54,36,84,80,50,,74,63,22,74,74,,58,67,55,86,42,,66,78,69,82,48,,84,86,48,72,42,80,,88,88,82,,11,15,10,7,10,,415,2,2,,,,,,,,,,Medium/Medium,"Aug 8, 1991",Aerial Threat/Tactician,2024,RCB
Manuel Locatelli,/player/222077/manuel-locatelli/220069/,https://cdn.sofifa.net/players/222/077/22_60.png,Italy,CDM/CM,23,82,86,Juventus,222077,"185cm / 6'1""",75kg / 165lbs,Right,84,,4,"Aug 19, 2021",N/A,€40M,€74K,€71M,,70,69,68,85,64,,78,68,64,83,82,,62,63,69,83,60,,77,65,89,78,80,,72,79,73,82,60,77,,80,82,75,,11,12,11,10,15,,450,4,3,,,,,,,,,,Medium/High,"Jan 8, 1998",,2023,CDM
Konrad Laimer,/player/225375/konrad-laimer/220069/,https://cdn.sofifa.net/players/225/375/22_60.png,Austria,CDM/CM/RB,24,82,84,RB Leipzig,225375,"180cm / 5'11""",72kg / 159lbs,Right,83,,2,"Jul 1, 2017",N/A,€35.5M,€70K,€63M,,78,69,69,83,60,,79,70,47,78,80,,82,81,76,80,74,,72,73,88,69,68,,85,84,73,78,54,81,,83,80,75,,9,12,12,13,12,,463,3,3,,,,,,,,,,Medium/High,"May 27, 1997",,,RAM
Melvin Bard,/player/254548/melvin-bard/220069/,https://cdn.sofifa.net/players/254/548/22_60.png,France,LB/LWB,20,75,82,Nice,254548,"173cm / 5'8""",65kg / 143lbs,Left,75,,7,"Jul 31, 2021",N/A,€10.5M,€19K,€22.1M,,75,45,58,71,40,,73,65,33,63,74,,74,82,76,69,81,,66,69,75,69,52,,72,72,68,62,45,67,,70,73,72,,12,12,5,7,14,,412,3,3,,,,,,,,,,Medium/Medium,"Nov 6, 2000",,2026,LB
Alan Velasco,/player/252238/alan-velasco/220069/,https://cdn.sofifa.net/players/252/238/22_60.png,Argentina,LM/LW/CAM,18,75,85,Dallas,252238,"167cm / 5'6""",63kg / 139lbs,Right,76,,10,"Feb 10, 2022",N/A,€12M,€3K,€20.4M,,70,65,55,70,59,,82,75,67,68,77,,87,79,91,71,90,,73,57,73,52,72,,69,52,72,71,56,81,,45,60,52,,8,7,12,10,7,,416,4,4,,,,,,,,,,High/Medium,"Jul 27, 2002",Acrobat,2025,LW
Dayot Upamecano,/player/229558/dayot-upamecano/220069/,https://cdn.sofifa.net/players/229/558/22_60.png,France,CB,22,82,87,FC Bayern München,229558,"186cm / 6'1""",90kg / 198lbs,Right,84,,5,"Jul 5, 2021",N/A,€42.5M,€70K,€73.3M,,48,39,82,76,27,,69,32,28,72,69,,73,84,60,77,66,,60,87,65,88,40,,83,77,47,58,39,71,,78,84,90,,6,7,8,15,9,,414,3,2,,,,,,,,,,High/Medium,"Oct 27, 1998",Strength,2026,SUB
Cristian Romero,/player/232488/cristian-romero/220069/,https://cdn.sofifa.net/players/232/488/22_60.png,Argentina,CB,23,82,87,Tottenham Hotspur,232488,"185cm / 6'1""",79kg / 174lbs,Right,85,,5,"Aug 5, 2021","Jun 30, 2023",€41.5M,€51K,€0,,42,48,83,72,52,,54,40,38,56,68,,76,73,72,80,68,,51,86,79,82,36,,89,82,43,41,40,80,,84,85,84,,5,7,11,10,14,,404,2,3,,,,,,,,,,Medium/High,"Apr 27, 1998",,"Jun 30, 2023",RCB
Luke Thomas,/player/254470/luke-thomas/220069/,https://cdn.sofifa.net/players/254/470/22_60.png,England,LB/LWB,20,75,82,Leicester City,254470,"177cm / 5'10""",68kg / 150lbs,Left,75,,7,"Jun 1, 2017",N/A,€10.5M,€48K,€22.1M,,70,39,61,69,47,,71,60,49,66,70,,79,76,69,72,74,,44,72,82,65,39,,70,76,69,62,40,67,,69,72,71,,12,7,10,11,12,,398,2,2,,,,,,,,,,High/High,"Jun 10, 2001",,2024,LB
Marcus Rashford,/player/231677/marcus-rashford/220069/,https://cdn.sofifa.net/players/231/677/22_60.png,England,LW/RW/ST,23,82,86,Manchester United,231677,"186cm / 6'1""",70kg / 154lbs,Right,83,,4,"Jul 1, 2014",N/A,€43.5M,€130K,€83.7M,,75,81,68,76,73,,83,83,76,70,81,,85,91,85,80,75,,92,74,80,73,78,,69,39,78,76,85,75,,40,38,33,,11,6,15,7,14,,442,3,5,,,,,,,,,,Medium/Low,"Oct 31, 1997",,2023,SUB
Victor Osimhen,/player/232293/victor-osimhen/220069/,https://cdn.sofifa.net/players/232/293/22_60.png,Nigeria,ST,22,82,88,Napoli,232293,"185cm / 6'1""",78kg / 172lbs,Right,84,,6,"Sep 1, 2020",N/A,€49.5M,€77K,€94.1M,,62,88,80,72,76,,76,63,48,53,77,,86,93,78,84,68,,79,90,80,85,72,,69,34,85,65,75,77,,36,43,19,,14,14,10,9,6,,434,4,3,,,,,,,,,,High/Medium,"Dec 29, 1998",,2025,ST
Christian Pulisic,/player/227796/christian-pulisic/220069/,https://cdn.sofifa.net/players/227/796/22_60.png,United States,LW/RW/LM,22,82,88,Chelsea,227796,"177cm / 5'10""",69kg / 152lbs,Right,83,,6,"Jan 2, 2019",N/A,€49M,€120K,€100.5M,,74,74,50,77,70,,88,70,58,59,85,,91,84,87,78,88,,77,79,76,54,57,,45,33,79,80,61,80,,38,32,47,,8,12,13,16,14,,413,4,4,,,,,,,,,,Medium/Medium,"Sep 18, 1998",Dribbler,2024,SUB
Joe Murphy,/player/52679/joe-murphy/220069/,https://cdn.sofifa.net/players/052/679/22_60.png,Republic of Ireland,GK,39,63,63,Tranmere Rovers,52679,"188cm / 6'2""",88kg / 194lbs,Left,63,,0,"Aug 22, 2020",N/A,€50K,€1K,€88K,,11,14,13,33,13,,11,18,11,35,33,,34,39,38,58,44,,44,51,32,55,18,,31,15,7,46,16,58,,22,18,14,,63,61,59,63,63,,345,3,1,,,,,,,,,,Medium/Medium,"Aug 21, 1981",,2023,GK
Stefan de Vrij,/player/198176/stefan-de-vrij/220069/,https://cdn.sofifa.net/players/198/176/22_60.png,Netherlands,CB,29,84,84,Inter,198176,"189cm / 6'2""",78kg / 172lbs,Right,84,,0,"Jul 1, 2018",N/A,€35.5M,€130K,€60.4M,,49,25,84,75,27,,66,45,16,71,73,,67,69,61,85,59,,65,79,80,79,60,,77,87,31,70,41,85,,88,87,85,,8,10,7,14,13,,408,3,2,,,,,,,,,,Medium/High,"Feb 5, 1992",Tackling/Tactician,2023,CB
Ronny König,/player/122066/ronny-konig/220069/,https://cdn.sofifa.net/players/122/066/22_60.png,Germany,ST,38,64,64,Zwickau,122066,"190cm / 6'3""",93kg / 205lbs,Left,64,,0,"Jul 1, 2016",N/A,€200K,€700,€290K,,48,72,76,46,57,,40,59,43,38,62,,30,31,34,66,38,,71,39,59,93,66,,58,34,70,58,60,70,,35,36,12,,14,8,14,11,10,,309,4,2,,,,,,,,,,Medium/Low,"Jun 2, 1983",Strength,2023,LS
Mikel Álvaro Salazar,/player/146188/mikel-alvaro-salazar/220069/,https://cdn.sofifa.net/players/146/188/22_60.png,Spain,CM/RM/LM,38,64,64,Amorebieta,146188,"176cm / 5'9""",70kg / 154lbs,Right,66,,0,"Jan 16, 2017",N/A,€180K,€1K,€279K,,57,59,46,63,55,,68,58,61,60,66,,72,69,71,66,72,,65,69,62,59,68,,49,60,67,66,62,52,,37,62,36,,12,10,7,10,8,,369,4,4,,,,,,,,,,Medium/Medium,"Dec 20, 1982",,2022,SUB
Takuto Hayashi,/player/232505/takuto-hayashi/220069/,https://cdn.sofifa.net/players/232/505/22_60.png,Japan,GK,38,63,63,Sanfrecce Hiroshima,232505,"188cm / 6'2""",83kg / 183lbs,Right,63,,0,"Jan 5, 2014",N/A,€50K,€1K,€63K,,12,5,11,19,6,,8,14,13,16,15,,25,31,38,58,39,,45,54,22,60,6,,24,10,4,44,17,26,,12,12,13,,60,65,60,65,59,,336,2,1,,,,,,,,,,Medium/Medium,"Aug 9, 1982",,2023,SUB
Yannick Carrasco,/player/208418/yannick-carrasco/220069/,https://cdn.sofifa.net/players/208/418/22_60.png,Belgium,LM,27,84,84,Atlético Madrid,208418,"185cm / 6'1""",73kg / 161lbs,Right,84,,0,"Sep 8, 2020",N/A,€45M,€81K,€92.3M,,81,81,53,79,70,,88,82,79,73,85,,89,88,87,80,73,,85,71,79,61,82,,65,47,80,78,81,80,,43,47,35,,9,11,9,10,10,,444,4,4,,,,,,,,,,High/High,"Sep 4, 1993",Acrobat,2024,LWB
Thomas Partey,/player/209989/thomas-partey/220069/,https://cdn.sofifa.net/players/209/989/22_60.png,Ghana,CDM/CM,28,84,84,Arsenal,209989,"185cm / 6'1""",77kg / 170lbs,Right,84,,0,"Oct 5, 2020",N/A,€37M,€115K,€70.3M,,74,66,68,87,56,,84,69,70,85,83,,63,74,75,82,50,,86,83,82,84,78,,84,81,70,85,49,86,,80,84,80,,11,13,9,9,7,,466,3,3,,,,,,,,,,Medium/High,"Jun 13, 1993",,2024,SUB
Filip Kostić,/player/208574/filip-kostic/220069/,https://cdn.sofifa.net/players/208/574/22_60.png,Serbia,LM/LWB,28,84,84,Eintracht Frankfurt,208574,"184cm / 6'0""",84kg / 185lbs,Left,84,,0,"May 17, 2019",N/A,€42.5M,€52K,€72.3M,,91,76,59,80,73,,86,79,80,75,82,,87,84,76,82,79,,86,67,90,77,78,,80,63,79,81,66,80,,69,72,68,,13,14,12,12,13,,476,2,3,,,,,,,,,,High/High,"Nov 1, 1992",Dribbler/Engine,2023,LM
Alexander Isak,/player/233731/alexander-isak/220069/,https://cdn.sofifa.net/players/233/731/22_60.png,Sweden,ST,21,82,86,Real Sociedad,233731,"192cm / 6'4""",77kg / 170lbs,Right,84,,4,"Jul 1, 2019",N/A,€45M,€37K,€97.9M,,61,83,75,79,83,,80,70,65,47,83,,82,85,79,81,66,,84,71,72,75,77,,52,29,86,76,75,77,,25,21,18,,7,6,9,7,11,,413,5,4,,,,,,,,,,High/Low,"Sep 21, 1999",,2026,SUB
Patrick Wimmer,/player/254566/patrick-wimmer/220069/,https://cdn.sofifa.net/players/254/566/22_60.png,Austria,RM/LM,20,75,85,DSC Arminia Bielefeld,254566,"182cm / 6'0""",77kg / 170lbs,Right,76,,10,"Aug 10, 2021",N/A,€12.5M,€17K,€25M,,69,64,44,75,48,,79,54,50,63,74,,85,77,82,72,72,,75,75,83,72,64,,60,46,74,71,52,68,,53,46,45,,12,13,9,14,13,,413,4,4,,,,,,,,,,High/Medium,"May 30, 2001",,2025,RM
Patrik Schick,/player/234236/patrik-schick/220069/,https://cdn.sofifa.net/players/234/236/22_60.png,Czech Republic,ST,25,83,85,Bayer 04 Leverkusen,234236,191cm,85kg,Left,85,ST,2,"Sep 8, 2020",N/A,€46M,€77K,€81.7M,392,64,86,85,77,80,365,82,78,56,64,85,385,74,81,83,80,67,383,81,75,64,83,80,315,65,25,84,74,67,83,87,44,24,19,57,11,15,8,9,14,1984,423,3,4,High,Medium,3,78,82,71,82,36,74,High/Medium,"Jan 24, 1996",Clinical Finisher,2027,ST
Niklas Süle,/player/212190/niklas-sule/220069/,https://cdn.sofifa.net/players/212/190/22_60.png,Germany,CB/RB,25,84,86,FC Bayern München,212190,"195cm / 6'5""",99kg / 218lbs,Right,85,,2,"Jul 1, 2017",N/A,€47M,€95K,€81.1M,,48,28,84,80,44,,53,33,30,76,64,,52,77,34,81,36,,78,55,66,93,62,,86,81,42,66,32,78,,84,88,87,,15,7,14,7,15,,402,3,2,,,,,,,,,,Medium/Medium,"Sep 3, 1995",Aerial Threat/Tackling/Strength,2022,RCB
Fikayo Tomori,/player/232756/fikayo-tomori/220069/,https://cdn.sofifa.net/players/232/756/22_60.png,England,CB,23,82,88,Milan,232756,"185cm / 6'1""",79kg / 174lbs,Right,84,,6,"Jul 1, 2021",N/A,€43.5M,€42K,€82.7M,,56,33,82,72,32,,61,38,40,61,65,,82,90,77,82,71,,42,83,74,84,45,,83,83,37,42,27,81,,84,87,81,,10,13,10,11,7,,412,4,2,,,,,,,,,,Medium/High,"Dec 19, 1997",,2025,LCB
